draw_id,year,policy_scenario,target_region,share_95,share_100,cost_at_95,cost_at_100,cost_delta_95_to_100,cost_delta_pct,target_constraint_li_delta_t,actual_target_li_delta_t,global_recovered_li_delta_t,cost_per_additional_target_constraint_li_t,cost_per_additional_actual_target_li_t,cost_per_additional_global_li_t,target_li_at_95,target_li_at_100,global_li_at_95,global_li_at_100,target_attainment_at_95_pct,target_attainment_at_100_pct,direct_recovered_lithium_t_global_95,direct_recovered_lithium_t_target_region_95,direct_technology_share_pct_global_95,direct_technology_share_pct_target_region_95,direct_recovered_lithium_t_global_100,direct_recovered_lithium_t_target_region_100,direct_technology_share_pct_global_100,direct_technology_share_pct_target_region_100,reference_cost_delta_95_to_100,cost_delta_95_to_100_vs_reference
0,2030,critical_route_policy,European Union,0.95,1.0,7617633.493504454,8313795.21288124,696161.7193767857,9.13881876793366,1056.6836399491294,1056.683639949155,435.72513295919634,658.8175429784264,658.8175429784105,1597.7084329491227,20076.989159033463,21133.672798982618,71609.35984021364,72045.08497317284,94.99999999999991,100.00000000000004,0.0,0.0,0.0,0.0,21132.668948521823,21132.668948521823,29.33256162636343,99.99524999525477,701931.4323741812,-5769.712997395545
0,2030,critical_route_policy,United States,0.95,1.0,7471076.157113247,7760728.364337155,289652.20722390804,3.8769810551071524,367.33766125277725,151.47944793932857,151.4794479393313,788.51758960971,1912.1551548030545,1912.15515480302,7195.273777116255,7346.753225055583,71609.35984021363,71760.83928815296,97.93814432989691,100.00000000000055,0.0,0.0,0.0,0.0,7346.753225055583,7346.753225055583,10.237830685835448,100.0,289652.20722390804,0.0
0,2030,current_policy,European Union,0.95,1.0,7702337.216510531,8396371.700066231,694034.4835557006,9.010699792109676,1056.6836399491294,1056.6836399491622,435.7251329592109,656.8044183868624,656.804418386842,1592.8263739164906,20076.98915903345,21133.67279898261,71609.35984021363,72045.08497317284,94.99999999999986,100.0,0.0,0.0,0.0,0.0,21132.66894852147,21132.66894852147,29.332561626362946,99.99524999525312,701931.4323741812,-7896.948818480596
0,2030,current_policy,United States,0.95,1.0,7541686.070601147,7831338.277825048,289652.2072239015,3.8406823688010308,367.33766125277725,151.47944793928855,151.4794479393022,788.5175896096921,1912.1551548035166,1912.1551548033444,7195.273777116255,7346.753225055543,71609.35984021363,71760.83928815293,97.93814432989691,100.0,0.0,0.0,0.0,0.0,7346.753225055518,7346.753225055518,10.23783068583536,99.99999999999966,289652.20722390804,-6.51925802230835e-09
0,2030,reference_policy,European Union,0.95,1.0,7604823.795231903,8306755.227606084,701931.4323741812,9.230081475579755,1056.6836399491294,1056.6836399491622,435.7251329592109,664.2777514829069,664.2777514828863,1610.950067550706,20076.98915903345,21133.67279898261,71609.35984021363,72045.08497317284,94.99999999999986,100.0,0.0,0.0,0.0,0.0,21132.66894852157,21132.66894852157,29.332561626363084,99.99524999525362,701931.4323741812,0.0
0,2030,reference_policy,United States,0.95,1.0,7424680.344611992,7714332.5518359,289652.20722390804,3.901207779727587,367.33766125277725,151.47944793932857,151.4794479393313,788.51758960971,1912.1551548030545,1912.15515480302,7195.273777116255,7346.753225055583,71609.35984021363,71760.83928815296,97.9381443298969,100.00000000000054,0.0,0.0,0.0,0.0,7346.753225055583,7346.753225055583,10.237830685835448,100.0,289652.20722390804,0.0
0,2030,strict_policy,European Union,0.95,1.0,7718137.86337195,8409605.969125688,691468.1057537384,8.959001743610283,1056.6836399491294,1056.6836399491513,435.7251329592109,654.3757086908499,654.3757086908364,1586.9364731330936,20076.98915903346,21133.67279898261,71609.35984021363,72045.08497317284,94.9999999999999,100.0,0.0,0.0,0.0,0.0,21132.668948521485,21132.668948521485,29.332561626362963,99.9952499952532,701931.4323741812,-10463.326620442793
0,2030,strict_policy,United States,0.95,1.0,7573935.044097202,7863587.251321118,289652.2072239164,3.8243291702066924,367.33766125277725,151.4794479393977,151.47944793940405,788.5175896097327,1912.1551548022373,1912.1551548021569,7195.273777116253,7346.753225055651,71609.35984021363,71760.83928815303,97.93814432989689,100.00000000000144,0.0,0.0,0.0,0.0,7346.753225055651,7346.753225055651,10.237830685835531,100.0,289652.20722390804,8.381903171539307e-09
0,2040,critical_route_policy,European Union,0.95,1.0,66984588.41013301,72303569.02908581,5318980.618952803,7.9406035704597695,7202.285083625029,7202.277881339716,2969.729345943895,738.5129243281318,738.5136628418181,1791.0657838962848,136843.2797454588,144045.55762679852,683402.2233655027,686371.9527114466,94.99990500000004,99.99989999999988,0.0,0.0,0.0,0.0,144031.873278281,144031.873278281,20.9845219795618,99.99049998573857,5334105.174494222,-15124.555541418493
0,2040,critical_route_policy,United States,0.95,1.0,63180339.07940394,67017151.61940256,3836812.5399986207,6.072795106681181,4866.2289526566165,2006.5950270319445,2006.595027031959,788.4570531569404,1912.1010908084643,1912.1010908084504,95317.88670152126,97324.4817285532,683402.2233655025,685408.8183925345,97.93814432989689,99.9999,0.0,0.0,0.0,0.0,97319.85881105068,97319.85881105068,14.19880459654598,99.99524999525256,3836812.539998606,1.4901161193847656e-08
0,2040,current_policy,European Union,0.95,1.0,67617354.77411899,72914035.30893184,5296680.534812853,7.833315208065776,7202.285083625029,7202.277881339658,2969.7293459440116,735.4166730855017,735.4174085029395,1783.5566537559855,136843.27974545886,144045.55762679852,683402.2233655027,686371.9527114467,94.99990500000008,99.99989999999988,0.0,0.0,0.0,0.0,144031.87327828107,144031.87327828107,20.9845219795618,99.9904999857386,5334105.174494222,-37424.639681369066
0,2040,current_policy,United States,0.95,1.0,63614351.875352666,67451164.41535124,3836812.539998576,6.03136309164402,4866.228952656602,2006.5950270318863,2006.5950270318426,788.4570531569336,1912.1010908084975,1912.101090808539,95317.88670152127,97324.48172855316,683402.2233655027,685408.8183925345,97.93814432989696,99.9999,0.0,0.0,0.0,0.0,97319.85881104931,97319.85881104931,14.198804596545784,99.99524999525124,3836812.539998606,-2.9802322387695312e-08
0,2040,reference_policy,European Union,0.95,1.0,66736593.23896846,72070698.41346268,5334105.174494222,7.992774152246598,7202.285083625029,7202.277881339716,2969.7293459440116,740.6128905702076,740.6136311838623,1796.158690952568,136843.2797454588,144045.55762679852,683402.2233655027,686371.9527114467,94.99990500000004,99.99989999999988,0.0,0.0,0.0,0.0,144031.8732782807,144031.8732782807,20.984521979561748,99.99049998573835,5334105.174494222,0.0
0,2040,reference_policy,United States,0.95,1.0,61923272.83589764,65760085.375896245,3836812.539998606,6.196075181889225,4866.2289526566165,2006.59502703193,2006.5950270318426,788.4570531569375,1912.1010908084706,1912.1010908085539,95317.88670152127,97324.4817285532,683402.2233655027,685408.8183925345,97.9381443298969,99.9999,0.0,0.0,0.0,0.0,97319.8588110504,97319.8588110504,14.19880459654594,99.99524999525228,3836812.539998606,0.0
0,2040,strict_policy,European Union,0.95,1.0,67845687.49462241,73120503.52567914,5274816.031056732,7.7747255954548695,7202.285083625029,7202.277881339658,2969.7293459437788,732.3808999243098,732.3816323059714,1776.1941970440398,136843.2797454588,144045.55762679846,683402.2233655027,686371.9527114464,94.99990500000008,99.99989999999988,0.0,0.0,0.0,0.0,144031.87327827935,144031.87327827935,20.98452197956156,99.99049998573746,5334105.174494222,-59289.14343748987
0,2040,strict_policy,United States,0.95,1.0,64397018.73337498,68233831.27337359,3836812.539998606,5.958059263402057,4866.2289526566165,2006.59502703193,2006.5950270318426,788.4570531569375,1912.1010908084706,1912.1010908085539,95317.88670152127,97324.4817285532,683402.2233655027,685408.8183925345,97.93814432989691,99.9999,0.0,0.0,0.0,0.0,97319.8588110504,97319.8588110504,14.19880459654594,99.99524999525228,3836812.539998606,0.0
0,2050,critical_route_policy,European Union,0.95,1.0,204282777.9996273,230524472.25512195,26241694.255494654,12.845769238336151,39243.57393611374,39243.53469253972,16181.363526246976,668.6876760565847,668.6883447449309,1621.7232999511643,745627.1591582554,784870.6938507952,1684102.4335815096,1700283.7971077566,94.99990499999996,99.99989999999994,0.0,0.0,0.0,0.0,784796.1310229792,784796.1310229792,46.15677290802543,99.99049998574286,26461046.79962933,-219352.54413467646
0,2050,critical_route_policy,United States,0.95,1.0,181335200.27050245,187369409.7439728,6034209.47347036,3.3276547876358107,7653.309895143175,3155.851014273474,3155.8510142730083,788.4444189695881,1912.0704514181666,1912.0704514184486,149910.19382239174,153066.0448366652,1684102.43358151,1687258.284595783,97.9381443298969,99.99989999999995,0.0,0.0,0.0,0.0,153058.77419226596,153058.77419226596,9.071448964847386,99.99524999525072,6034209.473470271,8.940696716308594e-08
0,2050,current_policy,European Union,0.95,1.0,204485850.93708983,230757681.07857108,26271830.14148125,12.84774962232658,39243.57393611374,39243.53469254018,16181.363526248373,669.4555950548812,669.4562645111392,1623.5856823106883,745627.1591582561,784870.6938507963,1684102.4335815096,1700283.797107758,94.99990499999998,99.99990000000004,0.0,0.0,0.0,0.0,784796.1310230368,784796.1310230368,46.15677290802879,99.99049998575003,26461046.79962933,-189216.6581480801
0,2050,current_policy,United States,0.95,1.0,178824526.0419748,184858735.51544508,6034209.473470271,3.3743746492882547,7653.309895143175,3155.851014273474,3155.851014273474,788.4444189695764,1912.0704514181382,1912.0704514181382,149910.19382239174,153066.0448366652,1684102.4335815096,1687258.284595783,97.93814432989691,99.9999,0.0,0.0,0.0,0.0,153058.7741922649,153058.7741922649,9.071448964847322,99.99524999525003,6034209.473470271,0.0
0,2050,reference_policy,European Union,0.95,1.0,193339550.00741595,219800596.80704528,26461046.79962933,13.686308258509117,39243.57393611374,39243.534692540066,16181.363526248373,674.277191030215,674.2778653080758,1635.2791751267384,745627.1591582564,784870.6938507964,1684102.4335815096,1700283.797107758,94.999905,99.99990000000004,0.0,0.0,0.0,0.0,784796.1310230404,784796.1310230404,46.156772908029,99.99049998575047,26461046.79962933,0.0
0,2050,reference_policy,United States,0.95,1.0,162841428.4423679,168875637.91583818,6034209.473470271,3.705573901672,7653.309895143175,3155.851014273474,3155.851014273474,788.4444189695764,1912.0704514181382,1912.0704514181382,149910.19382239174,153066.0448366652,1684102.4335815096,1687258.284595783,97.93814432989691,99.9999,0.0,0.0,0.0,0.0,153058.7741922649,153058.7741922649,9.071448964847322,99.99524999525003,6034209.473470271,0.0
0,2050,strict_policy,European Union,0.95,1.0,209911249.69497585,236046488.7157289,26135239.020753056,12.450613799274901,39243.57393611374,39243.5346925396,16181.363526247675,665.9749966529478,665.9756626286138,1615.144420824566,745627.159158256,784870.6938507956,1684102.4335815096,1700283.7971077573,94.99990499999996,99.99989999999994,0.0,0.0,0.0,0.0,784796.1310230037,784796.1310230037,46.15677290802686,99.99049998574591,26461046.79962933,-325807.7788762748
0,2050,strict_policy,United States,0.95,1.0,187785740.73351225,193819950.2069825,6034209.473470241,3.213348068868243,7653.309895143175,3155.851014273503,3155.851014273474,788.4444189695726,1912.0704514181111,1912.0704514181286,149910.1938223917,153066.0448366652,1684102.4335815096,1687258.284595783,97.9381443298969,99.9999,0.0,0.0,0.0,0.0,153058.77419226497,153058.77419226497,9.071448964847328,99.99524999525008,6034209.473470271,-2.9802322387695312e-08
